MedInc,HouseAge,AveRooms,AveBedrms,Population,AveOccup,TARGET,OriginalDataSortOrder,Latitude,Longitude,StreetAddress_Full,ZipCode_Country,ZipCode_Full,ZipCode_FirstFive,ZipCode_LastFour,ZipCode_NearestApproximation
5.1785,17,6.165577342,1.093681917,1370,2.984749455,2.473,11071,-117.85,33.84,"North Sandbar Circle, Orange, Orange County, California, 92865, USA","92865, USA",92865,92865,-,-
5.6784,26,6.283828383,0.96369637,945,3.118811881,2.324,11072,-117.85,33.83,"North Cottonwood Street, Orange, Orange County, California, 92865, USA","92865, USA",92865,92865,-,-
5.3439,23,5.825980392,0.987745098,1101,2.698529412,2.271,11073,-117.86,33.83,"West Fletcher Avenue, Orange, Orange County, California, 92867, USA","92867, USA",92867,92867,-,-
4.5217,23,5.186761229,1.021276596,2526,2.985815603,2.194,11074,-117.84,33.84,"North Oceanview Street, Orange, Orange County, California, 92865, USA","92865, USA",92865,92865,-,-
2.8235,34,4.065759637,1.088435374,1722,3.904761905,1.531,11075,-117.86,33.8,"West Nicholas Avenue, Orange, Orange County, California, 92868, USA","92868, USA",92868,92868,-,-
4.9917,26,5.387387387,0.987129987,2447,3.149292149,2.481,11076,-117.85,33.81,"Hobby City, North Center Street, Orange, Orange County, California, 92867, USA","92867, USA",92867,92867,-,-
4.0417,32,5.351515152,0.975757576,876,2.654545455,2.345,11077,-117.85,33.81,"Hobby City, North Center Street, Orange, Orange County, California, 92867, USA","92867, USA",92867,92867,-,-
3.825,34,6.247058824,1.109803922,872,3.419607843,2.167,11078,-117.85,33.8,"East Oakmont Avenue, Orange, Orange County, California, 92867, USA","92867, USA",92867,92867,-,-
4.3269,40,5.534090909,1.083333333,1322,5.007575758,1.941,11079,-117.85,33.8,"East Oakmont Avenue, Orange, Orange County, California, 92867, USA","92867, USA",92867,92867,-,-
4.0324,26,5.641700405,1.037449393,2607,2.638663968,2.449,11080,-117.84,33.81,"Dentistry, East Carleton Avenue, Orange, Orange County, California, 92867, USA","92867, USA",92867,92867,-,-
4.3661,35,5.79766537,0.976653696,629,2.447470817,2.221,11081,-117.84,33.8,"North California Street, Orange, Orange County, California, 92867, USA","92867, USA",92867,92867,-,-
3.59,34,6.109756098,1.009146341,843,2.570121951,2.306,11082,-117.84,33.8,"North California Street, Orange, Orange County, California, 92867, USA","92867, USA",92867,92867,-,-
6.6603,9,6.206642066,1.073800738,1015,3.745387454,2.309,11083,-117.86,33.82,"West Grove Avenue, Orange, Orange County, California, 92865, USA","92865, USA",92865,92865,-,-
4.7946,24,6.311233886,1.036832413,4926,3.023941068,2.512,11084,-117.84,33.82,"East Buckeyewood Avenue, Orange, Orange County, California, 92865, USA","92865, USA",92865,92865,-,-
5.0629,23,5.738117428,1.052190121,2817,2.625349487,2.326,11085,-117.84,33.84,"North Oceanview Street, Orange, Orange County, California, 92865, USA","92865, USA",92865,92865,-,-
3.5521,35,4.825327511,1.082969432,2425,3.529839884,1.828,11086,-117.89,33.84,"Lincoln Avenue, Anaheim Resort District, Anaheim, Orange County, California, 92801, USA","92801, USA",92801,92801,-,-
5.6276,35,6.558241758,0.98021978,1435,3.153846154,2.008,11087,-117.89,33.83,"East Verde Place, Anaheim Resort District, Anaheim, Orange County, California, 92805, USA","92805, USA",92805,92805,-,-
3.8456,33,5.057755776,1.008250825,2204,3.636963696,2.118,11088,-117.9,33.83,"South East Street, Anaheim Resort District, Anaheim, Orange County, California, 92805, USA","92805, USA",92805,92805,-,-
4.8906,21,5.356902357,1.003367003,904,3.043771044,1.791,11089,-117.89,33.82,"East Almont Avenue, Anaheim Resort District, Anaheim, Orange County, California, 92805, USA","92805, USA",92805,92805,-,-
6.0224,38,5.1,1.2,41,4.1,1.875,11090,-117.89,33.8,"East Gene Autry Way, Anaheim Resort District, Anaheim, Orange County, California, 92806, USA","92806, USA",92806,92806,-,-
5.0605,24,5.660714286,0.9375,700,3.125,2.162,11091,-117.89,33.82,"East Almont Avenue, Anaheim Resort District, Anaheim, Orange County, California, 92805, USA","92805, USA",92805,92805,-,-
3.6761,18,4.403581267,1.114325069,1894,2.608815427,1.405,11092,-117.89,33.82,"East Almont Avenue, Anaheim Resort District, Anaheim, Orange County, California, 92805, USA","92805, USA",92805,92805,-,-
3.7604,15,5.804143126,1.009416196,1268,2.387947269,2.801,11093,-117.87,33.81,"Century Stadium 25 and XD, Santa Ana River Trail, Anaheim Hills, Anaheim, Orange County, California, 92807, USA","92807, USA",92807,92807,-,-
5.3812,10,5.316037736,1.146226415,1584,2.490566038,2.354,11094,-117.87,33.84,"South Beth Circle, Anaheim, Orange County, California, 92806, USA","92806, USA",92806,92806,-,-
3.5893,26,5.411552347,1.046931408,755,2.725631769,2.385,11095,-117.88,33.84,"Anaheim Resort District, Anaheim, Orange County, California, 92801, USA","92801, USA",92801,92801,-,-
3.7303,31,4.840175953,1.04398827,1532,2.246334311,2.238,11096,-117.88,33.84,"Anaheim Resort District, Anaheim, Orange County, California, 92801, USA","92801, USA",92801,92801,-,-
5.6163,27,6.515669516,1.005698006,1140,3.247863248,2.31,11097,-117.87,33.83,"South Cinda Street, Anaheim Resort District, Anaheim, Orange County, California, 92806, USA","92806, USA",92806,92806,-,-
6.4685,22,6.721374046,1.036259542,1706,3.255725191,2.412,11098,-117.88,33.83,"South Vale Avenue, Anaheim Resort District, Anaheim, Orange County, California, 92806, USA","92806, USA",92806,92806,-,-
6.8407,25,7.111553785,0.988047809,750,2.988047809,2.667,11099,-117.88,33.83,"South Vale Avenue, Anaheim Resort District, Anaheim, Orange County, California, 92806, USA","92806, USA",92806,92806,-,-
3.8631,17,3.63592233,1.140776699,1382,2.236245955,2.25,11100,-117.88,33.82,"East Alki Place, Anaheim Resort District, Anaheim, Orange County, California, 92806, USA","92806, USA",92806,92806,-,-
6.0488,26,5.826797386,0.973856209,1048,3.424836601,2.32,11101,-117.88,33.82,"East Alki Place, Anaheim Resort District, Anaheim, Orange County, California, 92806, USA","92806, USA",92806,92806,-,-
5.9397,26,6.957142857,0.988571429,1088,3.108571429,2.494,11102,-117.87,33.82,"Anaheim Coves Trail, Anaheim Resort District, Anaheim, Orange County, California, 92805, USA","92805, USA",92805,92805,-,-
3.7772,26,5.412413793,1.077241379,2332,3.216551724,2.239,11103,-117.88,33.85,"East Miraloma Avenue, Anaheim, Orange County, California, 92831, USA","92831, USA",92831,92831,-,-
4.375,34,6.226519337,1.022099448,588,3.248618785,2.247,11104,-117.88,33.85,"East Miraloma Avenue, Anaheim, Orange County, California, 92831, USA","92831, USA",92831,92831,-,-
6.1168,34,5.875,0.891666667,837,3.4875,2.139,11105,-117.88,33.84,"Anaheim Resort District, Anaheim, Orange County, California, 92801, USA","92801, USA",92801,92801,-,-
5.1782,33,6.228571429,0.967346939,906,3.697959184,2.25,11106,-117.88,33.84,"Anaheim Resort District, Anaheim, Orange County, California, 92801, USA","92801, USA",92801,92801,-,-
4.325,31,4.688186813,1.049450549,2326,3.195054945,1.871,11107,-117.9,33.85,"North Boden Drive, West Anaheim, Anaheim, Orange County, California, 92805, USA","92805, USA",92805,92805,-,-
3.6,35,5.289156627,0.987951807,1026,3.090361446,1.935,11108,-117.9,33.85,"North Boden Drive, West Anaheim, Anaheim, Orange County, California, 92805, USA","92805, USA",92805,92805,-,-
3.875,18,5.357894737,1.089473684,1292,3.4,2.73,11109,-117.89,33.85,"Dollar Tree, East Banyan Avenue, Anaheim, Orange County, California, 92805, USA","92805, USA",92805,92805,-,-
3.3375,32,5.245098039,1.026143791,986,3.222222222,1.862,11110,-117.9,33.85,"North Boden Drive, West Anaheim, Anaheim, Orange County, California, 92805, USA","92805, USA",92805,92805,-,-
3.2303,13,3.664351852,1.097222222,1672,3.87037037,2.013,11111,-117.89,33.85,"Dollar Tree, East Banyan Avenue, Anaheim, Orange County, California, 92805, USA","92805, USA",92805,92805,-,-
3.5329,31,4.5,1.030837004,1524,3.356828194,1.874,11112,-117.9,33.84,"Anaheim Resort District, Anaheim, Orange County, California, 92801, USA","92801, USA",92801,92801,-,-
2.8021,33,4.794561934,1.129909366,1159,3.501510574,1.951,11113,-117.89,33.84,"Lincoln Avenue, Anaheim Resort District, Anaheim, Orange County, California, 92801, USA","92801, USA",92801,92801,-,-
2.3173,25,4.329824561,1.231578947,507,1.778947368,2.25,11114,-117.88,33.85,"East Miraloma Avenue, Anaheim, Orange County, California, 92831, USA","92831, USA",92831,92831,-,-
3.9286,25,4.711640212,0.923280423,918,2.428571429,2.627,11115,-117.88,33.84,"Anaheim Resort District, Anaheim, Orange County, California, 92801, USA","92801, USA",92801,92801,-,-
4.5,23,4.83573487,1.063400576,912,2.628242075,2.373,11116,-117.87,33.84,"South Beth Circle, Anaheim, Orange County, California, 92806, USA","92806, USA",92806,92806,-,-
4.0724,25,5.007792208,1.075324675,961,2.496103896,2.314,11117,-117.87,33.84,"South Beth Circle, Anaheim, Orange County, California, 92806, USA","92806, USA",92806,92806,-,-
4.5112,16,4.414285714,1.011428571,730,2.085714286,1.39,11118,-117.87,33.84,"South Beth Circle, Anaheim, Orange County, California, 92806, USA","92806, USA",92806,92806,-,-
5.1182,17,6.002506266,1.027568922,1224,3.067669173,2.492,11119,-117.87,33.84,"South Beth Circle, Anaheim, Orange County, California, 92806, USA","92806, USA",92806,92806,-,-
4.2276,17,4.58627451,1.044117647,2427,2.379411765,2.541,11120,-117.85,33.85,"32, Riverside Freeway, Anaheim, Orange County, California, 92831, USA","92831, USA",92831,92831,-,-
4.9306,17,4.635245902,0.967213115,622,2.549180328,1.585,11121,-117.86,33.85,"Bottle Logic Brewing, 1072, North Armando Street, Anaheim, Orange County, California, 92806, USA","92806, USA",92806,92806,-,-
2.3704,38,4.082352941,1.043137255,1592,3.121568627,1.661,11122,-117.92,33.85,"North Lemon Street, West Anaheim, Anaheim, Orange County, California, 92801, USA","92801, USA",92801,92801,-,-
4.6111,45,5.355437666,1.045092838,1549,4.108753316,2.23,11123,-117.92,33.84,"North Helena Street, West Anaheim, Anaheim, Orange County, California, 92805, USA","92805, USA",92805,92805,-,-
3.2344,44,5.045081967,1.057377049,682,2.795081967,1.701,11124,-117.92,33.85,"North Lemon Street, West Anaheim, Anaheim, Orange County, California, 92801, USA","92801, USA",92801,92801,-,-
2.7014,35,3.490636704,0.966292135,1147,4.29588015,1.567,11125,-117.91,33.85,"East Balsam Avenue, West Anaheim, Anaheim, Orange County, California, 92805, USA","92805, USA",92805,92805,-,-
2.9583,35,3.863354037,1.00621118,1603,4.97826087,1.754,11126,-117.91,33.84,"North Sabina Street, West Anaheim, Anaheim, Orange County, California, 92805, USA","92805, USA",92805,92805,-,-
3.025,22,4.006802721,0.982993197,865,2.942176871,1.8,11127,-117.91,33.85,"East Balsam Avenue, West Anaheim, Anaheim, Orange County, California, 92805, USA","92805, USA",92805,92805,-,-
2.6563,29,3.651162791,1.120930233,1849,4.3,1.625,11128,-117.91,33.84,"North Sabina Street, West Anaheim, Anaheim, Orange County, California, 92805, USA","92805, USA",92805,92805,-,-
1.9621,27,4.079002079,1.130977131,1492,3.101871102,1.181,11129,-117.93,33.85,"West Lodge Avenue, West Anaheim, Anaheim, Orange County, California, 92801, USA","92801, USA",92801,92801,-,-
3.3393,26,4.122270742,0.936681223,1550,3.384279476,1.686,11130,-117.94,33.85,"West Cutter Road, West Anaheim, Anaheim, Orange County, California, 92801, USA","92801, USA",92801,92801,-,-
2.9474,33,5.605855856,1.22972973,1857,4.182432432,1.784,11131,-117.93,33.85,"West Lodge Avenue, West Anaheim, Anaheim, Orange County, California, 92801, USA","92801, USA",92801,92801,-,-
3.875,31,7.11589404,1.539735099,966,3.198675497,1.839,11132,-117.93,33.85,"West Lodge Avenue, West Anaheim, Anaheim, Orange County, California, 92801, USA","92801, USA",92801,92801,-,-
4.2019,25,3.625441696,1.017667845,1646,5.816254417,1.639,11133,-117.93,33.85,"West Lodge Avenue, West Anaheim, Anaheim, Orange County, California, 92801, USA","92801, USA",92801,92801,-,-
3.2188,36,5.477040816,1.06122449,1011,2.579081633,1.969,11134,-117.93,33.85,"West Lodge Avenue, West Anaheim, Anaheim, Orange County, California, 92801, USA","92801, USA",92801,92801,-,-
4.275,37,5.653846154,1.163461538,436,4.192307692,1.862,11135,-117.94,33.85,"West Cutter Road, West Anaheim, Anaheim, Orange County, California, 92801, USA","92801, USA",92801,92801,-,-
3.2301,23,4.799331104,1.091973244,1680,2.809364548,1.899,11136,-117.93,33.84,"North West Street, West Anaheim, Anaheim, Orange County, California, 92801, USA","92801, USA",92801,92801,-,-
4.1325,13,5.064,1.037090909,3892,2.830545455,2.035,11137,-117.95,33.85,"Bayshore Drive, West Anaheim, Anaheim, Orange County, California, 92801, USA","92801, USA",92801,92801,-,-
4.125,35,6.317204301,1.02688172,568,3.053763441,1.892,11138,-117.96,33.85,"North Fulton Street, West Anaheim, Anaheim, Orange County, California, 92801, USA","92801, USA",92801,92801,-,-
4.0061,30,5.324152542,1.008474576,1611,3.413135593,1.829,11139,-117.97,33.85,"Santa Ana Freeway, Fullerton, Orange County, California, 92801, USA","92801, USA",92801,92801,-,-
4.8438,36,5.44972067,1.019553073,1254,3.502793296,1.857,11140,-117.96,33.85,"North Fulton Street, West Anaheim, Anaheim, Orange County, California, 92801, USA","92801, USA",92801,92801,-,-
3.4028,32,3.075892857,1.098214286,1202,2.683035714,1.837,11141,-117.95,33.84,"Santa Ana Freeway, West Anaheim, Anaheim, Orange County, California, 92805, USA","92805, USA",92805,92805,-,-
3.75,19,4.47314578,1.038363171,969,2.47826087,1.734,11142,-117.95,33.84,"Santa Ana Freeway, West Anaheim, Anaheim, Orange County, California, 92805, USA","92805, USA",92805,92805,-,-
3.5455,34,5.637614679,0.986238532,1035,4.747706422,1.8,11143,-117.95,33.84,"Santa Ana Freeway, West Anaheim, Anaheim, Orange County, California, 92805, USA","92805, USA",92805,92805,-,-
3.1884,25,5.188630491,1.073643411,2166,2.798449612,1.354,11144,-117.94,33.84,"GNC, 580, North Euclid Street, West Anaheim, Anaheim, Orange County, California, 92801, USA","92801, USA",92801,92801,-,-
3.6214,28,2.849056604,0.976415094,615,2.900943396,1.821,11145,-117.94,33.84,"GNC, 580, North Euclid Street, West Anaheim, Anaheim, Orange County, California, 92801, USA","92801, USA",92801,92801,-,-
4.765,23,5.770718232,1.041436464,1085,2.997237569,1.815,11146,-117.98,33.85,"Knollwood Circle, West Anaheim, Anaheim, Orange County, California, 92801, USA","92801, USA",92801,92801,-,-
3.9539,33,5.656790123,1.083950617,1187,2.930864198,1.911,11147,-117.98,33.84,"North la Reina Street, West Anaheim, Anaheim, Orange County, California, 92801, USA","92801, USA",92801,92801,-,-
5.0747,35,4.944723618,0.899497487,661,3.32160804,1.896,11148,-117.98,33.84,"North la Reina Street, West Anaheim, Anaheim, Orange County, California, 92801, USA","92801, USA",92801,92801,-,-
5.1057,45,5.381578947,0.967105263,546,3.592105263,1.707,11149,-117.97,33.85,"Santa Ana Freeway, Fullerton, Orange County, California, 92801, USA","92801, USA",92801,92801,-,-
3.4583,31,4.467455621,1.059171598,1617,3.189349112,1.863,11150,-117.96,33.84,"N Brookhurst Street, West Anaheim, Anaheim, Orange County, California, 92801, USA","92801, USA",92801,92801,-,-
4.8667,34,5.712418301,1,549,3.588235294,1.868,11151,-117.97,33.84,"Crescent Avenue, West Anaheim, Anaheim, Orange County, California, 90620, USA","90620, USA",90620,90620,-,-
5.25,35,5.788321168,0.934306569,589,4.299270073,1.902,11152,-117.97,33.84,"Crescent Avenue, West Anaheim, Anaheim, Orange County, California, 90620, USA","90620, USA",90620,90620,-,-
4.2679,25,4.942,1.036,1539,3.078,1.917,11153,-117.97,33.84,"Crescent Avenue, West Anaheim, Anaheim, Orange County, California, 90620, USA","90620, USA",90620,90620,-,-
2.8348,18,4.766816143,0.937219731,462,2.071748879,2.19,11154,-117.97,33.84,"Crescent Avenue, West Anaheim, Anaheim, Orange County, California, 90620, USA","90620, USA",90620,90620,-,-
4.9115,31,5.231578947,0.959649123,1895,3.324561404,2.555,11155,-117.99,33.84,"Lime Circle, Buena Park, Orange County, California, 90620, USA","90620, USA",90620,90620,-,-
3.2546,16,4.045725646,1.121272366,1118,2.222664016,1.875,11156,-117.97,33.83,"West Mall Avenue, West Anaheim, Anaheim, Orange County, California, 92804, USA","92804, USA",92804,92804,-,-
4.6042,31,5.539823009,0.995575221,714,3.159292035,2.207,11157,-117.98,33.84,"North la Reina Street, West Anaheim, Anaheim, Orange County, California, 92801, USA","92801, USA",92801,92801,-,-
3.3006,17,3.926091825,1.110862262,2104,2.356103024,1.858,11158,-117.98,33.83,"West Sereno Place, West Anaheim, Anaheim, Orange County, California, 92804, USA","92804, USA",92804,92804,-,-
3.2326,21,4.506,1.16,1536,3.072,2.047,11159,-118,33.82,"West Teranimar Drive, Anaheim, Orange County, California, 92804, USA","92804, USA",92804,92804,-,-
4.0625,31,5.505617978,1.06741573,1356,3.808988764,2.259,11160,-118.01,33.82,"Rome Place, Anaheim, Orange County, California, 92804, USA","92804, USA",92804,92804,-,-
2.5577,24,3.690533015,1.093078759,3093,2.460620525,2.023,11161,-118.01,33.83,"West del Monte Drive, Anaheim, Orange County, California, 92804, USA","92804, USA",92804,92804,-,-
2.4609,23,4.344,1.072,825,3.3,2.196,11162,-118.01,33.83,"West del Monte Drive, Anaheim, Orange County, California, 92804, USA","92804, USA",92804,92804,-,-
3.9333,26,4.668478261,1.046195652,1022,2.777173913,1.961,11163,-118,33.83,"South Topanga Drive, Anaheim, Orange County, California, 92804, USA","92804, USA",92804,92804,-,-
2.2401,24,4.873345936,1.096408318,1217,2.300567108,2.125,11164,-118,33.83,"South Topanga Drive, Anaheim, Orange County, California, 92804, USA","92804, USA",92804,92804,-,-
4.5294,18,5.34845735,1.014519056,1820,3.303085299,2.248,11165,-118,33.82,"West Teranimar Drive, Anaheim, Orange County, California, 92804, USA","92804, USA",92804,92804,-,-
3.2539,25,5.226788432,1.270928463,1749,2.662100457,1.99,11166,-117.99,33.83,"West Baywood Avenue, West Anaheim, Anaheim, Orange County, California, 92804, USA","92804, USA",92804,92804,-,-
3.1538,19,4.32826087,1.147826087,1202,2.613043478,2.521,11167,-117.99,33.82,"Devoy Drive, West Anaheim, Anaheim, Orange County, California, 92804, USA","92804, USA",92804,92804,-,-
5.2657,35,5.983870968,1.016129032,916,3.693548387,1.914,11168,-117.99,33.83,"West Baywood Avenue, West Anaheim, Anaheim, Orange County, California, 92804, USA","92804, USA",92804,92804,-,-
4.1167,33,4.601178782,0.933202358,1367,2.685658153,2.155,11169,-117.99,33.82,"Devoy Drive, West Anaheim, Anaheim, Orange County, California, 92804, USA","92804, USA",92804,92804,-,-
3.2823,17,4.463446475,1.216710183,2460,3.211488251,2.285,11170,-117.98,33.83,"West Sereno Place, West Anaheim, Anaheim, Orange County, California, 92804, USA","92804, USA",92804,92804,-,-
4.9219,34,5.965517241,1.005747126,578,3.32183908,2,11171,-117.98,33.82,"South Sherrill Street, West Anaheim, Anaheim, Orange County, California, 92804, USA","92804, USA",92804,92804,-,-
5.5486,34,5.352697095,0.912863071,867,3.597510373,2.181,11172,-117.98,33.82,"South Sherrill Street, West Anaheim, Anaheim, Orange County, California, 92804, USA","92804, USA",92804,92804,-,-
6.213,32,6.058823529,0.887700535,523,2.796791444,2.308,11173,-117.98,33.83,"West Sereno Place, West Anaheim, Anaheim, Orange County, California, 92804, USA","92804, USA",92804,92804,-,-
4.0185,22,4.910979228,1.020771513,1807,2.681008902,2.009,11174,-117.97,33.83,"West Mall Avenue, West Anaheim, Anaheim, Orange County, California, 92804, USA","92804, USA",92804,92804,-,-
2.9891,26,4.651394422,1.003984064,1121,2.233067729,2.052,11175,-117.97,33.82,"South Roanne Street, West Anaheim, Anaheim, Orange County, California, 92804, USA","92804, USA",92804,92804,-,-
3.7655,26,4.352494577,1.068329718,2442,2.648590022,1.977,11176,-117.97,33.82,"South Roanne Street, West Anaheim, Anaheim, Orange County, California, 92804, USA","92804, USA",92804,92804,-,-
3.3831,30,4.785834739,1.094435076,1758,2.964586847,1.974,11177,-117.96,33.83,"South Brookhurst Street, West Anaheim, Anaheim, Orange County, California, 92801, USA","92801, USA",92801,92801,-,-
3.1315,18,3.820702403,1.423290203,870,1.608133087,1.375,11178,-117.96,33.83,"South Brookhurst Street, West Anaheim, Anaheim, Orange County, California, 92801, USA","92801, USA",92801,92801,-,-
6.1001,29,7.023529412,1.035294118,474,2.788235294,2.989,11179,-117.96,33.83,"South Brookhurst Street, West Anaheim, Anaheim, Orange County, California, 92801, USA","92801, USA",92801,92801,-,-
3.65,18,4.421733506,1.054333765,1961,2.53686934,1.714,11180,-117.95,33.84,"Santa Ana Freeway, West Anaheim, Anaheim, Orange County, California, 92805, USA","92805, USA",92805,92805,-,-
3.25,20,4.720930233,1.11627907,494,2.872093023,3.5,11181,-117.94,33.83,"West Pampas Lane, West Anaheim, Anaheim, Orange County, California, 92802, USA","92802, USA",92802,92802,-,-
4.9394,31,5.861985472,0.94188862,1348,3.263922518,2.178,11182,-117.95,33.83,"South Nutwood Street, West Anaheim, Anaheim, Orange County, California, 92804, USA","92804, USA",92804,92804,-,-
3.8828,34,6.701492537,1.054726368,676,3.36318408,2.154,11183,-117.94,33.82,"West Beacon Avenue, West Anaheim, Anaheim, Orange County, California, 92804, USA","92804, USA",92804,92804,-,-
3.4,27,4.203076923,1.003076923,878,2.701538462,1.969,11184,-117.94,33.82,"West Beacon Avenue, West Anaheim, Anaheim, Orange County, California, 92804, USA","92804, USA",92804,92804,-,-
3.6875,29,5.015410959,1.095890411,1618,2.770547945,2.132,11185,-117.95,33.82,"South Nutwood Street, West Anaheim, Anaheim, Orange County, California, 92804, USA","92804, USA",92804,92804,-,-
5.0599,35,5.271428571,0.985714286,641,3.052380952,2.167,11186,-117.95,33.83,"South Nutwood Street, West Anaheim, Anaheim, Orange County, California, 92804, USA","92804, USA",92804,92804,-,-
6.3214,34,6.294871795,0.948717949,498,3.192307692,2.208,11187,-117.96,33.83,"South Brookhurst Street, West Anaheim, Anaheim, Orange County, California, 92801, USA","92801, USA",92801,92801,-,-
3.8214,36,5.897435897,1.012820513,690,2.948717949,2.109,11188,-117.95,33.83,"South Nutwood Street, West Anaheim, Anaheim, Orange County, California, 92804, USA","92804, USA",92804,92804,-,-
2.4942,32,4.703412073,1.078740157,1131,2.968503937,1.863,11189,-117.93,33.83,"Santa Ana Freeway, West Anaheim, Anaheim, Orange County, California, 92805, USA","92805, USA",92805,92805,-,-
4.3583,36,6.113989637,1.049222798,1479,3.831606218,1.872,11190,-117.92,33.82,"Santa Ana Freeway, Buena Park, Orange County, California, 92805, USA","92805, USA",92805,92805,-,-
2.3347,29,3.646153846,1.048717949,1057,2.71025641,2.081,11191,-117.94,33.82,"West Beacon Avenue, West Anaheim, Anaheim, Orange County, California, 92804, USA","92804, USA",92804,92804,-,-
5.0764,24,5.455069124,1.100230415,2600,2.995391705,2.286,11192,-117.94,33.82,"West Beacon Avenue, West Anaheim, Anaheim, Orange County, California, 92804, USA","92804, USA",92804,92804,-,-
3.0179,28,4.310405644,0.978835979,1848,3.259259259,1.988,11193,-117.93,33.82,"West Beacon Avenue, West Anaheim, Anaheim, Orange County, California, 92802, USA","92802, USA",92802,92802,-,-
3.2969,38,4.73381295,0.946043165,671,2.413669065,2.2,11194,-117.92,33.84,"North Helena Street, West Anaheim, Anaheim, Orange County, California, 92805, USA","92805, USA",92805,92805,-,-
2.5564,6,3.650756694,1.15250291,1894,2.204889406,1.713,11195,-117.92,33.83,"West Santa Ana Street, West Anaheim, Anaheim, Orange County, California, 92805, USA","92805, USA",92805,92805,-,-
3.375,30,3.992327366,0.974424552,1104,2.823529412,2.019,11196,-117.93,33.83,"Santa Ana Freeway, West Anaheim, Anaheim, Orange County, California, 92805, USA","92805, USA",92805,92805,-,-
6.0531,34,7.081967213,0.97704918,852,2.793442623,2.871,11197,-117.93,33.84,"North West Street, West Anaheim, Anaheim, Orange County, California, 92801, USA","92801, USA",92801,92801,-,-
3.475,26,4.966431095,1.081272085,1374,2.427561837,2.825,11198,-117.93,33.84,"North West Street, West Anaheim, Anaheim, Orange County, California, 92801, USA","92801, USA",92801,92801,-,-
2.2716,26,2.89,0.9825,1880,4.7,3.5,11199,-117.91,33.84,"North Sabina Street, West Anaheim, Anaheim, Orange County, California, 92805, USA","92805, USA",92805,92805,-,-
2.8072,23,4.112040134,1.152173913,2720,4.548494983,1.647,11200,-117.9,33.83,"South East Street, Anaheim Resort District, Anaheim, Orange County, California, 92805, USA","92805, USA",92805,92805,-,-
1.119,9,3.569230769,1.132307692,735,2.261538462,1.75,11201,-117.91,33.83,"East Ellsworth Avenue, Anaheim Resort District, Anaheim, Orange County, California, 92805, USA","92805, USA",92805,92805,-,-
1.425,17,4.716049383,1.061728395,272,3.358024691,2.125,11202,-117.92,33.83,"West Santa Ana Street, West Anaheim, Anaheim, Orange County, California, 92805, USA","92805, USA",92805,92805,-,-
1.5903,16,3.690763052,1.016064257,912,3.662650602,1.654,11203,-117.91,33.84,"North Sabina Street, West Anaheim, Anaheim, Orange County, California, 92805, USA","92805, USA",92805,92805,-,-
3.125,25,3.957364341,0.976744186,975,3.779069767,1.681,11204,-117.91,33.84,"North Sabina Street, West Anaheim, Anaheim, Orange County, California, 92805, USA","92805, USA",92805,92805,-,-
3.6607,47,4.623853211,1.036697248,375,3.440366972,1.606,11205,-117.91,33.83,"East Ellsworth Avenue, Anaheim Resort District, Anaheim, Orange County, California, 92805, USA","92805, USA",92805,92805,-,-
3.0288,37,4.275720165,1.069958848,719,2.958847737,1.614,11206,-117.91,33.83,"East Ellsworth Avenue, Anaheim Resort District, Anaheim, Orange County, California, 92805, USA","92805, USA",92805,92805,-,-
5.0275,36,5.469387755,0.984693878,639,3.260204082,1.793,11207,-117.92,33.83,"West Santa Ana Street, West Anaheim, Anaheim, Orange County, California, 92805, USA","92805, USA",92805,92805,-,-
3.6042,52,5.167235495,1.027303754,855,2.918088737,1.664,11208,-117.92,33.83,"West Santa Ana Street, West Anaheim, Anaheim, Orange County, California, 92805, USA","92805, USA",92805,92805,-,-
2.5509,32,3.680555556,1.045634921,2568,5.095238095,1.708,11209,-117.91,33.83,"East Ellsworth Avenue, Anaheim Resort District, Anaheim, Orange County, California, 92805, USA","92805, USA",92805,92805,-,-
2.4931,32,4.316363636,1.098181818,1003,3.647272727,1.669,11210,-117.9,33.82,"East Ball Road, Anaheim Resort District, Anaheim, Orange County, California, 92805, USA","92805, USA",92805,92805,-,-
4.5057,10,3.650943396,1.193396226,1535,3.620283019,1.524,11211,-117.92,33.82,"Santa Ana Freeway, Buena Park, Orange County, California, 92805, USA","92805, USA",92805,92805,-,-
2.9479,32,4.306709265,1.022364217,2330,3.722044728,1.846,11212,-117.91,33.82,"Western Medical Center-Anaheim, South Lemon Street, Anaheim Resort District, Anaheim, Orange County, California, 92805, USA","92805, USA",92805,92805,-,-
2.3843,29,5.328413284,1.20295203,1038,3.830258303,1.829,11213,-117.91,33.82,"Western Medical Center-Anaheim, South Lemon Street, Anaheim Resort District, Anaheim, Orange County, California, 92805, USA","92805, USA",92805,92805,-,-
2.5625,18,3.473529412,1.038235294,781,2.297058824,1.531,11214,-117.91,33.81,"109B, Santa Ana Freeway, West Anaheim, Anaheim, Orange County, California, 92805, USA","92805, USA",92805,92805,-,-
3.7014,32,4.957746479,1.080985915,1331,4.686619718,1.796,11215,-117.91,33.82,"Western Medical Center-Anaheim, South Lemon Street, Anaheim Resort District, Anaheim, Orange County, California, 92805, USA","92805, USA",92805,92805,-,-
